0.000e+00 0.000e+00
2.000e-03 9.200e-03
5.000e-03 1.410e-02
1.000e-02 1.900e-02
2.000e-02 2.520e-02
3.000e-02 2.960e-02
4.000e-02 3.290e-02
5.000e-02 3.550e-02
6.000e-02 3.780e-02
7.000e-02 3.980e-02
8.000e-02 4.160e-02
9.000e-02 4.320e-02
1.000e-01 4.470e-02
1.100e-01 4.600e-02
1.300e-01 4.840e-02
1.400e-01 4.950e-02
1.500e-01 5.050e-02
1.700e-01 5.230e-02
1.800e-01 5.310e-02
2.000e-01 5.450e-02
2.300e-01 5.630e-02
2.500e-01 5.730e-02
2.800e-01 5.850e-02
3.000e-01 5.910e-02
3.400e-01 5.990e-02
3.700e-01 6.020e-02
4.100e-01 6.020e-02
4.500e-01 5.980e-02
4.800e-01 5.920e-02
5.200e-01 5.800e-02
5.500e-01 5.680e-02
5.800e-01 5.530e-02
6.000e-01 5.410e-02
6.300e-01 5.200e-02
6.500e-01 5.040e-02
6.700e-01 4.860e-02
7.000e-01 4.560e-02
7.200e-01 4.340e-02
7.400e-01 4.100e-02
7.700e-01 3.710e-02
7.900e-01 3.430e-02
8.100e-01 3.130e-02
8.400e-01 2.650e-02
8.600e-01 2.310e-02
8.800e-01 1.950e-02
9.000e-01 1.570e-02
9.200e-01 1.170e-02
9.400e-01 7.500e-03
9.600e-01 3.100e-03
9.700e-01 8.000e-04
9.800e-01 -1.600e-03
9.900e-01 -4.100e-03
1.000e+00 -6.700e-03
1.000e+00 -1.250e-02
9.900e-01 -1.020e-02
9.800e-01 -8.100e-03
9.700e-01 -6.300e-03
9.600e-01 -4.800e-03
9.500e-01 -3.500e-03
9.400e-01 -2.500e-03
9.300e-01 -1.800e-03
9.200e-01 -1.300e-03
9.100e-01 -1.000e-03
9.000e-01 -1.000e-03
8.900e-01 -1.200e-03
8.800e-01 -1.600e-03
8.700e-01 -2.100e-03
8.600e-01 -2.800e-03
8.500e-01 -3.700e-03
8.400e-01 -4.800e-03
8.300e-01 -6.000e-03
8.200e-01 -7.300e-03
8.100e-01 -8.700e-03
7.900e-01 -1.170e-02
7.800e-01 -1.330e-02
7.700e-01 -1.500e-02
6.600e-01 -3.480e-02
6.400e-01 -3.820e-02
6.200e-01 -4.140e-02
6.000e-01 -4.440e-02
5.800e-01 -4.720e-02
5.700e-01 -4.850e-02
5.500e-01 -5.090e-02
5.300e-01 -5.290e-02
5.200e-01 -5.380e-02
5.000e-01 -5.540e-02
4.900e-01 -5.610e-02
4.700e-01 -5.730e-02
4.600e-01 -5.780e-02
4.400e-01 -5.860e-02
4.200e-01 -5.920e-02
4.000e-01 -5.960e-02
3.800e-01 -5.980e-02
3.500e-01 -5.980e-02
3.100e-01 -5.940e-02
3.000e-01 -5.920e-02
2.700e-01 -5.830e-02
2.500e-01 -5.750e-02
2.200e-01 -5.600e-02
2.100e-01 -5.540e-02
1.900e-01 -5.400e-02
1.700e-01 -5.240e-02
1.500e-01 -5.060e-02
1.400e-01 -4.960e-02
1.300e-01 -4.850e-02
1.200e-01 -4.730e-02
1.000e-01 -4.470e-02
9.000e-02 -4.320e-02
8.000e-02 -4.160e-02
7.000e-02 -3.980e-02
6.000e-02 -3.780e-02
5.000e-02 -3.550e-02
4.000e-02 -3.290e-02
3.000e-02 -2.960e-02
2.000e-02 -2.520e-02
1.000e-02 -1.900e-02
5.000e-03 -1.410e-02
2.000e-03 -9.200e-03
0.000e+00 0.000e+00
