Extensometer Strain (1e-6),Engineering Stress (MPa)
28101,285.71875
28136,285.74789
28170,285.65903
28206,285.83667
28241,285.77307
28277,285.89374
28310,285.86453
28343,285.8461
28382,285.93073
28418,285.95776
28451,285.95349
28486,286.00455
28521,285.99359
28554,285.92532
28591,286.10254
28622,285.99313
28656,286.09924
28694,286.15207
28726,286.05817
28767,286.3515
28797,286.13092
28833,286.25098
28872,286.37042
28899,286.16351
28943,286.54718
28972,286.2066
29007,286.39325
29045,286.43756
29074,286.21167
29115,286.62344
29144,286.31583
29181,286.4588
29219,286.58197
29247,286.37286
29290,286.76944
29320,286.45355
29357,286.67334
29395,286.74524
29426,286.49796
29466,286.87149
29496,286.60022
29532,286.77298
29567,286.80774
29598,286.64664
29636,286.93198
29668,286.75558
29704,286.85559
29740,286.95248
29774,286.85934
29812,287.03891
29848,287.01181
29882,287.04639
29921,287.09845
29954,287.09604
29989,287.04236
30023,287.1503
30058,287.10779
30091,287.11694
30127,287.21243
30160,287.1156
30197,287.32068
30229,287.19406
30266,287.25223
30305,287.40976
30337,287.21735
30376,287.52429
30409,287.31631
30471,287.40198
30512,287.53903
30539,287.30353
30580,287.63477
30610,287.37674
30646,287.51804
30680,287.6492
30716,287.40219
30753,287.76865
30783,287.53958
30822,287.69925
30859,287.79544
30889,287.54352
30930,287.96506
30964,287.65198
30998,287.85706
31038,287.87122
31065,287.68536
31106,287.98743
31135,287.73831
31170,287.90088
31211,287.94873
31240,287.83139
31280,288.07541
31311,287.94376
31350,288.06979
31386,288.0784
31418,288.03854
31456,288.17758
31490,288.13739
31524,288.189
31560,288.20462
31592,288.20346
31625,288.1759
31665,288.31546
31698,288.27939
31733,288.27936
31771,288.36584
31801,288.27628
31839,288.45554
31874,288.3558
31907,288.43723
31948,288.59723
31980,288.36902
32019,288.69772
32050,288.43753
32087,288.53036
32123,288.64639
32150,288.42401
32194,288.76837
32226,288.50977
32261,288.63062
32297,288.78976
32326,288.54056
32369,288.89548
32401,288.65131
32436,288.83005
32475,288.91159
32505,288.69028
32544,289.06796
32576,288.74557
32609,288.90442
32648,289.00662
32685,288.80621
32760,289.08508
32801,288.90997
32834,289.05005
32872,289.1203
32903,288.98703
32944,289.21408
32973,289.12946
33012,289.22113
33047,289.21442
33080,289.19714
33115,289.25046
33151,289.28595
33185,289.27933
33218,289.27887
33256,289.32108
33287,289.25116
33322,289.43704
33357,289.34
33392,289.3764
33430,289.57147
33463,289.36853
33502,289.66132
33533,289.49524
33568,289.52209
33608,289.73587
33635,289.44244
33675,289.7554
33709,289.57455
33741,289.60898
33782,289.81598
33811,289.55054
33851,289.88763
33887,289.71167
33917,289.76251
33958,289.96994
33988,289.69397
34029,290.08224
34080,289.81082
34118,289.9209
34154,290.07843
34184,289.78967
34224,290.08728
34257,289.92267
34290,289.98114
34328,290.11246
34361,289.95828
34399,290.15753
34431,290.11472
34468,290.17062
34503,290.23904
34537,290.20468
34572,290.26459
34608,290.29263
34643,290.31815
34676,290.3111
34714,290.34265
34746,290.30728
34786,290.4281
34817,290.35565
34853,290.37051
34891,290.55695
34926,290.36215
34962,290.59808
34998,290.51294
35033,290.49051
35080,290.73581
35114,290.45853
35153,290.75897
35188,290.59796
35218,290.54724
35230,290.65262
35230,290.65656
35255,290.10464
35266,289.22165
35274,288.52686
35282,287.93033
35289,287.42245
35293,286.97437
35298,286.55463
35302,286.18332
35306,285.84924
35311,285.5386
35311,285.53546
35310,285.14645
35294,283.62216
35267,281.71341
35250,280.38342
35231,279.10895
35210,277.63397
35195,276.64059
35174,275.11313
35157,274.05594
35137,272.76624
35119,271.4151
35102,270.36661
35081,268.88229
35063,267.86752
35044,266.55438
35025,265.25879
35007,264.16263
34986,262.73209
34971,261.74661
34951,260.36017
34931,259.21375
34916,258.1087
34893,256.76086
34877,255.74561
34856,254.42278
34836,253.31689
34817,252.14841
34799,250.88591
34782,249.83846
34762,248.52782
34746,247.47414
34723,246.22141
34707,245.0575
34686,243.92062
34668,242.67278
34651,241.68533
34631,240.43166
34615,239.36172
34596,238.18307
34578,236.98734
34559,235.95686
34541,234.66347
34525,233.65582
34504,232.44391
34487,231.31917
34472,230.20647
34449,228.93034
34433,227.93655
34414,226.63255
34396,225.685
34377,224.50076
34360,223.32137
34342,222.34065
34321,221.02837
34304,220.1055
34287,218.8681
34267,217.75598
34255,216.76805
34230,215.40089
34216,214.52429
34196,213.20924
34177,212.16245
34162,211.12956
34140,209.72159
34127,208.95375
34105,207.61852
34088,206.62073
34073,205.57437
34051,204.22966
34038,203.40317
34016,202.06882
33999,201.09148
33983,200.04146
33964,198.71115
33947,197.8501
33926,196.5101
33911,195.52348
33895,194.44318
33873,193.21416
33860,192.32985
33839,191.0584
33822,190.04048
33806,188.96779
33786,187.84093
33767,186.73967
33749,185.67976
33731,184.58568
33712,183.47862
33695,182.40964
33678,181.19719
33661,180.2058
33641,179.05675
33624,177.9496
33608,176.98212
33586,175.72676
33575,174.85291
33555,173.70328
33537,172.56091
33522,171.61977
33501,170.27678
33487,169.5173
33467,168.29558
33450,167.19353
33433,166.25943
33412,164.8775
33399,164.13387
33379,162.88605
33363,161.91504
33349,160.97028
33323,159.61592
33312,158.92839
33294,157.67598
33275,156.64885
33259,155.74457
33240,154.43449
33225,153.68005
33204,152.40941
33189,151.41357
33172,150.43884
33151,149.15912
33138,148.40083
33118,147.14709
33101,146.13861
33087,145.19229
33067,143.99577
33053,143.0929
33033,141.97755
33014,140.92039
33002,139.97881
32984,138.90639
32967,137.85338
32949,136.82651
32932,135.72856
32915,134.7242
32897,133.73352
32879,132.55772
32866,131.72653
32847,130.64243
32829,129.66771
32815,128.79904
32795,127.58678
32784,126.80679
32766,125.7673
32749,124.83755
32737,123.99875
32712,122.641
32702,122.01617
32684,120.88076
32666,119.88869
32654,119.10448
32631,117.80437
32620,117.19051
32603,116.05139
32586,115.06854
32574,114.29282
32551,112.98868
32542,112.35156
32523,111.22004
32508,110.27235
32494,109.41263
32471,108.14124
32460,107.46037
32439,106.2934
32425,105.34345
32411,104.51643
32393,103.33918
32379,102.58591
32358,101.46964
32345,100.55881
32327,99.66569
32312,98.58958
32296,97.73877
32281,96.72508
32264,95.75575
32247,94.77071
32231,93.84191
32214,92.79285
32199,91.91415
32181,90.91935
32165,89.91832
32151,89.08557
32130,87.92321
32118,87.15374
32101,86.16402
32085,85.11953
32070,84.37984
32053,83.17728
32039,82.42465
32021,81.40829
32004,80.30309
31992,79.55373
31971,78.27533
31961,77.6677
31942,76.61862
31925,75.55175
31912,74.81947
31892,73.5356
31879,72.88994
31862,71.82163
31844,70.8512
31833,70.09303
31810,68.85983
31799,68.14993
31780,67.03279
31766,66.04915
31749,65.26988
31729,64.05969
31720,63.38489
31699,62.30236
31680,61.33405
31669,60.50575
31650,59.38974
31637,58.59289
31623,57.59728
31605,56.69381
31589,55.7802
31571,54.83383
31557,53.862
31541,52.91234
31525,51.95701
31511,51.02158
31495,50.16608
31476,49.06403
31462,48.27231
31447,47.29157
31430,46.29695
31415,45.52644
31397,44.37319
31385,43.69193
31369,42.71668
31351,41.68158
31337,40.93426
31318,39.68602
31306,39.03001
31289,38.01983
31272,37.01326
31259,36.33278
31237,35.06245
31228,34.46792
31211,33.42618
31192,32.45655
31182,31.7768
31162,30.56065
31150,29.96042
31135,28.95273
31118,27.9696
31104,27.28391
31075,26.09145
31062,25.4965
31045,24.4658
31028,23.59193
31017,22.90971
31003,21.81071
30989,21.14272
30972,20.18732
30960,19.36134
30950,18.62878
30932,17.69624
30920,16.9475
30905,16.05065
30891,15.23324
30878,14.41217
30863,13.5748
30848,12.69039
30833,11.98471
30823,11.22578
30807,10.39055
30798,9.80053
30782,8.95823
30774,8.42421
30763,7.7252
30749,6.91246
30741,6.38123
30725,5.45795
30714,4.86619
30701,4.11363
30699,3.94532
30699,3.93417
30691,3.45034
30704,4.54733
30769,8.86317
30802,11.29798
30835,13.67173
30864,15.91186
30894,18.11106
30927,20.31966
30959,22.58555
30992,24.89954
31029,27.21635
31066,29.52748
31094,31.78463
31126,34.14089
31162,36.50419
31196,38.77691
31229,41.00672
31265,43.37608
31296,45.67421
31335,47.99929
31372,50.36359
31408,52.75778
31443,55.07048
31477,57.28597
31510,59.53238
31547,61.87257
31583,64.29772
31620,66.69709
31655,69.04523
31690,71.28163
31722,73.43557
31758,75.76743
31797,78.17246
31833,80.58429
31870,82.84055
31905,85.18745
31941,87.40379
31977,89.73157
32013,92.03649
32047,94.28532
32083,96.62157
32120,98.88187
32154,101.19034
32190,103.46216
32226,105.62881
32262,107.83405
32298,110.1472
32332,112.3339
32369,114.56436
32403,116.85904
32441,119.15984
32475,121.37625
32507,123.40715
32542,125.53402
32573,127.70482
32612,130.02548
32650,132.24301
32680,134.21822
32712,136.19737
32747,138.20874
32777,140.35643
32810,142.38567
32844,144.41055
32879,146.569
32916,148.69742
32945,150.62419
32978,152.60457
33010,154.63007
33042,156.70676
33077,158.8013
33109,160.78011
33141,162.7814
33174,164.77458
33207,166.87865
33240,168.93484
33273,170.79919
33305,172.79802
33340,174.87534
33376,177.07196
33410,179.08723
33440,180.94153
33470,182.8019
33502,184.84415
33536,186.88324
33569,188.91925
33601,190.88486
33633,192.86452
33666,194.85095
33697,196.73233
33731,198.71758
33762,200.59077
33797,202.6329
33831,204.69394
33861,206.56497
33895,208.42093
33926,210.26071
33960,212.34134
33992,214.25037
34022,216.04906
34057,217.97679
34087,219.92439
34121,221.92245
34154,223.83405
34185,225.60941
34215,227.46437
34250,229.41069
34282,231.39584
34315,233.28818
34349,235.09653
34381,236.95724
34412,238.75984
34443,240.47475
34473,242.2541
34521,244.1488
34557,246.07726
34588,247.9055
34615,249.53882
34646,251.25858
34679,253.06784
34714,255.0015
34747,256.79428
34778,258.50168
34810,260.2868
34841,262.04599
34877,263.81348
34909,265.5325
34939,267.16269
34972,268.936
35007,270.73843
35041,272.4548
35075,274.11032
35107,275.68213
35141,277.35294
35176,278.93671
35210,280.44031
35246,281.95941
35282,283.49203
35322,285.03711
35357,286.28818
35390,287.43158
35427,288.5799
35470,289.79263
35512,291.01846
35553,291.97104
35595,292.7327
35637,293.4028
35684,294.05685
35732,294.61404
35782,295.09564
35833,295.43414
35892,295.70898
35957,295.93741
36015,296.02249
36070,296.0452
36125,296.03693
36182,296.10605
36243,296.11499
36302,296.0275
36359,295.86926
36421,295.97449
36477,295.83383
36533,295.74005
36586,295.53271
36646,295.53583
36706,295.59415
36767,295.60001
36824,295.52725
36881,295.32239
36938,295.26505
36996,295.23254
37054,295.25256
37112,295.28873
37171,295.20801
37234,295.21326
37294,295.15314
37354,295.06409
37411,294.98236
37473,295.05606
37538,295.1937
37598,295.056
37658,294.97943
37722,294.92514
37788,294.95285
37851,295.0022
37915,294.93073
37977,294.85703
38044,294.89722
38108,294.92615
38174,294.97757
38239,294.91815
38303,294.78027
38367,294.7507
38436,294.85648
38503,294.91797
38570,294.86905
38637,294.84341
38705,294.84134
38770,294.82217
38835,294.70801
38905,294.73962
38977,294.87408
39046,294.92056
39115,294.88132
39180,294.75864
39251,294.70676
39320,294.79428
39390,294.88385
39462,294.89615
39531,294.83099
39603,294.84308
39673,294.83932
39745,294.92871
39813,294.88373
39884,294.81528
39959,294.92166
40033,294.97943
40107,294.96387
40189,294.96252
40267,294.93909
40341,294.99344
40412,294.96906
40484,294.9538
40563,295.0332
40640,295.12195
40715,295.15179
40791,295.17685
40864,294.99152
40940,295.01953
41013,295.14029
41091,295.31284
41164,295.26886
41235,295.12939
41313,295.23373
41392,295.25928
41465,295.2756
41541,295.28314
41616,295.35654
41693,295.40329
41769,295.45917
41847,295.4386
41924,295.40866
41998,295.43518
42074,295.5173
42154,295.57269
42231,295.513
42312,295.57123
42394,295.71732
42466,295.71399
42543,295.68042
42617,295.55817
42695,295.69278
42773,295.86029
42854,295.93967
42934,295.9176
43011,295.80069
43088,295.8172
43167,295.93771
43242,295.98288
43321,296.01401
43400,296.02795
43478,296.09808
43558,296.15634
43631,296.04611
43711,296.11185
43788,296.20117
43869,296.35361
43947,296.31552
44022,296.23688
44107,296.39368
44185,296.38846
44260,296.41476
44339,296.39359
44417,296.37604
44499,296.50714
44583,296.61829
44663,296.73999
44739,296.61859
44814,296.56842
44891,296.62241
44971,296.78918
45050,296.85168
45128,296.84027
45205,296.91467
45283,296.91354
45364,296.8891
45434,296.82159
45513,296.9632
45594,297.10162
45672,297.16394
45748,297.1618
45825,297.05209
45904,297.10596
45981,297.21854
46057,297.32022
46135,297.35101
46213,297.24414
46291,297.35956
46371,297.49841
46449,297.50061
46521,297.41074
46596,297.38223
46675,297.55121
46756,297.67514
46832,297.64185
46912,297.74731
46986,297.69608
47064,297.73785
47138,297.73938
47215,297.75757
47293,297.90225
47370,297.9332
47450,298.06979
47524,297.94632
47599,297.85297
47674,297.96051
47754,298.16806
47829,298.23126
47903,298.12897
47978,298.17999
48058,298.20032
48136,298.28494
48209,298.28912
48284,298.31107
48360,298.31714
48437,298.41611
48515,298.51779
48591,298.48801
48666,298.4899
48739,298.52719
48815,298.59229
48890,298.57202
48962,298.58981
49041,298.75949
49118,298.86279
49189,298.81934
49261,298.70804
49338,298.72754
49414,298.86102
49487,299.01941
49564,299.02905
49639,299.04489
49709,298.89908
49783,299.02286
49859,299.1171
49929,299.10861
50000,299.15735
50076,299.21588
50148,299.34561
50223,299.2861
50293,299.2417
50365,299.29486
50438,299.38083
50507,299.42874
50582,299.44351
50652,299.4809
50726,299.52835
50797,299.62012
50868,299.59091
50938,299.55341
51006,299.51447
51082,299.70508
51154,299.89026
51225,299.83328
51294,299.70139
51365,299.80728
51437,299.81891
51514,299.8848
51589,299.95529
51660,300.03229
51728,300.04214
51800,300.0802
51868,300.02087
51938,300.02237
52007,300.12219
52078,300.2323
52146,300.24396
52216,300.25925
52285,300.19424
52355,300.26022
52424,300.3869
52492,300.33365
52558,300.32214
52628,300.40311
52702,300.58725
52772,300.55023
52837,300.54007
52902,300.50223
52972,300.53891
53041,300.63843
53109,300.67337
53178,300.76404
53248,300.77859
53316,300.7717
53382,300.73767
53450,300.76773
53521,300.78772
53595,300.97687
53670,301.09201
53740,301.05151
53806,300.93619
53875,300.88028
53942,301.05734
54009,301.16214
54075,301.13544
54144,301.14801
54213,301.17233
54287,301.26031
54354,301.27264
54421,301.28137
54485,301.22568
54554,301.30817
54623,301.45331
54690,301.49808
54757,301.45551
54825,301.47202
54894,301.53125
54955,301.47592
55022,301.50323
55092,301.5957
55158,301.73328
55227,301.78336
55292,301.72684
55366,301.64096
55441,301.6846
55509,301.83728
55576,301.98376
55646,301.96753
55717,301.94424
55787,301.86679
55854,301.95734
55924,302.09003
55988,301.97803
56055,302.02823
56122,302.12741
56192,302.18591
56260,302.20261
56327,302.13965
56396,302.25626
56463,302.28238
56528,302.25928
56596,302.32159
56666,302.40228
56736,302.49387
56807,302.52362
56872,302.44281
56936,302.33148
57004,302.41071
57078,302.65375
57147,302.72052
57213,302.64465
57282,302.59329
57350,302.63696
57418,302.64972
57495,302.76804
57573,302.78137
57656,302.86624
57729,302.92328
57797,302.86563
57865,302.86758
57933,302.7901
58006,302.92001
58076,303.04172
58147,303.07739
58218,303.0159
58289,303.04208
58362,303.20673
58432,303.19916
58498,303.06351
58569,303.10315
58644,303.23941
58716,303.38171
58788,303.3887
58857,303.27048
58929,303.24362
58998,303.32809
59066,303.3653
59140,303.50092
59216,303.50552
59291,303.5401
59361,303.54172
59432,303.53836
59502,303.48694
59574,303.54877
59645,303.73959
59718,303.78201
59788,303.71695
59860,303.6442
59931,303.66629
60004,303.80045
60075,303.81454
60146,303.78745
60218,303.84897
60294,303.92258
60366,304.00735
60440,304.05597
60508,303.90942
60580,303.90887
60652,304.01663
60725,304.14648
60799,304.18353
60872,304.09128
60945,304.1413
61019,304.15802
61085,304.13486
61158,304.14792
61231,304.28159
61307,304.4183
61379,304.44296
61450,304.30374
61521,304.24307
61594,304.31601
61665,304.47763
61738,304.56076
61809,304.46173
61883,304.48627
61956,304.51987
62033,304.61203
62105,304.58038
62172,304.49521
62249,304.63992
62326,304.71478
62397,304.75815
62472,304.77335
62545,304.73544
62615,304.76169
62685,304.75482
62759,304.75995
62835,304.85907
62910,304.90311
62984,305.0159
63056,305.02731
63123,304.85657
63197,304.84933
63273,305.0173
63347,305.19449
63424,305.18652
63497,305.09094
63574,305.11377
63648,305.08051
63720,305.15909
63792,305.17282
63869,305.25186
63944,305.31091
64022,305.38211
64096,305.36874
64167,305.27121
64240,305.33148
64314,305.41861
64388,305.4946
64462,305.42209
64538,305.45694
64619,305.56201
64696,305.5939
64765,305.54495
64835,305.40985
64913,305.58722
64989,305.67886
65065,305.77536
65139,305.80682
65212,305.64856
65285,305.63617
65358,305.72006
65432,305.80521
65510,305.85556
65583,305.8446
65661,305.91605
65737,305.922
65809,305.84772
65885,305.77057
65960,306.0206
66035,306.08798
66111,306.07837
66186,306.00473
66263,306.10007
66339,306.06122
66415,306.17087
66484,306.12173
66560,306.07309
66637,306.1788
66712,306.20639
66788,306.38498
66860,306.26886
66931,306.18021
67005,306.22516
67082,306.38959
67160,306.43082
67230,306.39462
67308,306.53156
67383,306.47156
67453,306.37256
67522,306.34781
67602,306.4856
67675,306.5925
67750,306.66089
67821,306.64124
67894,306.53619
67968,306.55679
68040,306.63879
68115,306.75662
68188,306.73624
68261,306.69263
68337,306.79855
68412,306.84119
68486,306.83856
68555,306.7507
68629,306.76575
68703,306.85388
68778,306.93076
68851,306.91568
68926,307.01361
68999,306.95734
69070,306.98184
69144,306.98453
69215,306.98993
69292,307.08395
69368,307.18347
69444,307.27307
69514,307.13101
69585,307.00037
69659,307.04361
69733,307.21884
69807,307.32791
69880,307.27225
69953,307.25696
70028,307.27493
70101,307.31372
70175,307.35977
70246,307.35635
70318,307.34756
70394,307.43829
70470,307.55875
70543,307.46899
70617,307.4325
70686,307.42227
70760,307.49356
70832,307.55042
70906,307.54092
70980,307.61456
71055,307.66449
71130,307.70193
71198,307.5762
71271,307.56555
71346,307.67218
71422,307.86102
71498,307.84171
71572,307.83771
71653,307.71664
71728,307.71698
71801,307.82523
71874,307.84482
71948,307.9137
72023,307.90744
72095,307.99677
72170,307.98798
72241,307.88278
72316,307.9386
72388,308.03052
72468,308.09424
72543,308.05624
72613,308.03772
72690,308.08871
72764,308.14075
72834,308.14343
72904,308.08252
72979,308.06555
73052,308.22556
73131,308.35587
73203,308.35889
73274,308.23969
73342,308.1452
73420,308.26535
73492,308.36887
73567,308.39175
73638,308.38568
73714,308.42737
73787,308.46014
73855,308.34854
73929,308.34122
74005,308.43546
74089,308.57922
74165,308.56226
74239,308.58026
74310,308.47263
74384,308.49609
74459,308.64896
74530,308.62677
74602,308.58514
74674,308.57312
74749,308.69379
74825,308.80475
74898,308.73773
74966,308.68402
75037,308.65161
75112,308.772
75186,308.8295
75259,308.89108
75332,308.88736
75406,308.84705
75478,308.84732
75551,308.85046
75623,308.80685
75702,308.95807
75777,309.0957
75851,309.08875
75927,309.00198
76002,308.84134
76087,308.97958
76164,309.09512
76235,309.11752
76307,309.08075
76381,309.04153
76457,309.15973
76531,309.16946
76601,309.15417
76672,309.10477
76746,309.17822
76822,309.27716
76898,309.36539
76981,309.29651
77057,309.25323
77127,309.28439
77201,309.29248
77272,309.29453
77346,309.30698
77425,309.48691
77502,309.52042
77575,309.44089
77649,309.32837
77724,309.30029
77802,309.46802
77877,309.59326
77952,309.63077
78027,309.53668
78098,309.45227
78175,309.55264
78250,309.60385
78321,309.56036
78393,309.59705
78468,309.66714
78545,309.70767
78621,309.6889
78691,309.60355
78763,309.66962
78836,309.72546
78908,309.73392
78985,309.74814
79061,309.79459
79135,309.83154
79208,309.8526
79280,309.81335
79351,309.72748
79424,309.76846
79504,309.96515
79577,310.03787
79651,309.96524
79721,309.87408
79795,309.87335
79870,309.95227
79941,310.01776
80018,310.02286
80094,310.09393
80169,310.11044
80241,310.05838
80314,310.05334
80385,309.99292
80461,310.11316
80534,310.17017
80611,310.19333
80682,310.11398
80755,310.10226
80833,310.22495
80905,310.25824
80979,310.17715
81048,310.10223
81131,310.35507
81209,310.32306
81281,310.36935
81355,310.28879
81427,310.22452
81501,310.24692
81575,310.37616
81652,310.42172
81724,310.37912
81800,310.44504
81874,310.45792
81948,310.41745
82019,310.3714
82093,310.40976
82172,310.57886
82245,310.6261
82318,310.57947
82393,310.46964
82468,310.50806
82544,310.58282
82616,310.58206
82688,310.58725
82773,310.60645
82849,310.63022
82926,310.67859
83001,310.72073
83072,310.64801
83146,310.6192
83220,310.70096
83297,310.79492
83374,310.82611
83446,310.76883
83522,310.8273
83597,310.75424
83668,310.72638
83743,310.76208
83819,310.84537
83894,310.94495
83971,310.97302
84043,310.87375
84119,310.80923
84191,310.84854
84268,310.95667
84347,311.07907
84417,311.00061
84494,310.94333
84570,310.983
84646,311.02325
84717,311.01532
84789,310.92078
84868,311.08969
84954,311.0976
85036,311.10873
85117,311.11996
85195,311.08444
85272,311.15402
85346,311.13635
85421,311.17847
85498,311.14993
85576,311.1835
85657,311.29956
85733,311.31622
85809,311.17361
85885,311.11243
85960,311.16611
86038,311.35162
86116,311.46011
86191,311.31882
86268,311.31287
86340,311.22916
86418,311.35461
86491,311.36475
86570,311.38721
86644,311.38977
86721,311.41495
86798,311.43036
86875,311.3703
86955,311.40244
87032,311.43854
87112,311.57895
87185,311.4837
87261,311.47064
87341,311.54083
87417,311.57346
87492,311.58044
87567,311.4277
87648,311.51743
87728,311.58862
87808,311.65521
87886,311.74234
87961,311.58975
88037,311.54837
88114,311.59637
88190,311.69366
88265,311.71268
88341,311.66623
88420,311.75455
88497,311.78552
88570,311.68454
88646,311.63763
88723,311.73059
88802,311.87286
88880,311.86288
88954,311.76373
89033,311.79623
89108,311.75067
89188,311.90823
89263,311.87006
89337,311.78268
89417,311.82294
89497,311.95551
89575,311.97675
89649,311.93481
89721,311.82095
89797,311.79251
89878,311.95743
89955,312.03665
90031,312.01474
90109,312.04898
90187,312.00092
90262,312.00937
90338,311.93582
90416,312.00992
90493,312.03308
90572,312.16376
90648,312.17368
90725,312.00452
90801,311.98486
90876,312.05206
90956,312.19687
91034,312.21548
91109,312.13623
91188,312.14932
91269,312.19012
91345,312.24826
91421,312.21375
91498,312.14517
91576,312.16092
91653,312.27417
91731,312.25949
91811,312.32397
91887,312.22742
91965,312.27463
92041,312.27753
92116,312.2135
92196,312.3179
92274,312.37927
92356,312.50726
92435,312.43008
92507,312.25372
92585,312.27777
92666,312.36621
92744,312.51566
92822,312.43246
92906,312.39194
92989,312.38483
93066,312.44589
93144,312.45554
93221,312.48315
93300,312.46014
93379,312.53101
93459,312.60034
93538,312.55096
93614,312.47748
93691,312.42865
93772,312.56909
93847,312.55063
93924,312.50732
94006,312.56665
94085,312.67197
94165,312.69189
94239,312.58023
94317,312.51233
94393,312.54553
94476,312.69153
94556,312.78055
94634,312.76535
94710,312.61349
94788,312.58713
94877,312.68628
94968,312.6615
95062,312.72714
95140,312.71533
95222,312.81757
95300,312.77808
95379,312.69427
95457,312.73746
95535,312.81116
95616,312.87762
95694,312.82486
95773,312.83951
95854,312.84378
95933,312.82837
96012,312.86237
96089,312.85471
96166,312.72919
96246,312.85492
96329,313.00272
96409,313.01355
96485,312.92273
96561,312.806
96641,312.90359
96721,312.9483
96801,312.96649
96878,312.91528
96964,313.14261
97042,313.0033
97123,312.92593
97204,312.91211
97287,312.94507
97373,313.07657
97457,313.15128
97539,313.11185
97613,312.94864
97695,313.00131
97775,313.11127
97855,313.103
97934,313.07529
98013,313.04306
98097,313.15884
98182,313.20755
98256,313.13864
98337,313.08438
98415,313.05283
98496,313.15701
98575,313.11642
98658,313.24631
98737,313.23965
98817,313.21594
98898,313.23187
98975,313.14972
99055,313.1322
99137,313.24164
99219,313.34192
99299,313.35995
99379,313.25671
99461,313.12918
99543,313.2178
99624,313.31851
99705,313.36841
99782,313.3349
99865,313.2934
99944,313.29736
100025,313.3262
100103,313.36734
100183,313.29428
100264,313.3313
100344,313.39719
100426,313.46313
100508,313.40811
100585,313.36569
100669,313.42474
100746,313.38055
100826,313.36066
100904,313.34778
100992,313.53021
101075,313.56042
101160,313.4888
101238,313.40042
101316,313.32361
101399,313.4563
101482,313.57913
101565,313.6109
101644,313.54318
101723,313.40289
101806,313.5065
101886,313.54578
101965,313.51221
102048,313.54849
102129,313.5766
102209,313.5799
102291,313.63928
102372,313.51617
102452,313.50961
102532,313.55823
102611,313.63742
102693,313.63638
102775,313.58575
102859,313.65646
102948,313.71317
103030,313.65817
103106,313.54309
103186,313.53424
103273,313.67487
103361,313.8002
103439,313.75967
103521,313.6561
103598,313.58063
103682,313.63525
103763,313.73746
103846,313.75925
103928,313.79874
104010,313.77838
104089,313.71143
104172,313.72705
104250,313.63052
104332,313.72464
104415,313.84842
104498,313.87604
104578,313.78357
104661,313.70422
104759,313.80191
104840,313.82932
104921,313.77597
104998,313.73914
105083,313.80792
105171,313.90994
105252,313.95724
105329,313.87323
105411,313.76474
105491,313.76767
105572,313.87039
105657,313.93344
105739,313.88907
105822,313.93219
105905,313.9787
105985,313.87292
106067,313.8345
106147,313.81317
106236,314.01672
106320,314.07666
106400,314.03793
106480,313.88089
106563,313.81989
106645,313.92758
106729,314.01233
106810,314.00748
106895,313.97189
106980,313.95816
107066,314.03006
107149,314.04468
107228,314.00336
107308,313.90463
107390,313.97144
107478,314.09042
107561,314.13293
107644,314.06149
107726,314.06979
107811,314.04016
107892,314.01086
107972,314.0401
108059,314.03586
108146,314.14319
108234,314.1734
108316,314.11935
108397,313.98932
108479,313.95166
108566,314.1123
108653,314.26529
108735,314.17786
108817,314.11102
108901,314.09042
108987,314.08713
109067,314.12027
109147,314.03943
109233,314.16351
109319,314.16245
109402,314.20013
109487,314.20178
109567,314.0856
109658,314.16684
109744,314.17926
109825,314.21527
109911,314.14581
109999,314.20645
110088,314.30594
110177,314.29276
110257,314.15561
110338,314.05377
110424,314.1492
110511,314.33203
110596,314.35236
110679,314.26514
110765,314.21835
110846,314.15091
110931,314.25372
111014,314.30072
111101,314.29907
111185,314.30417
111274,314.32425
111358,314.32178
111443,314.20984
111522,314.17844
111609,314.25381
111701,314.39261
111787,314.33337
111869,314.27533
111956,314.29782
112041,314.35855
112127,314.37814
112208,314.23621
112295,314.31427
112380,314.30264
112468,314.44293
112553,314.47299
112639,314.32709
112722,314.27914
112804,314.25827
112890,314.38925
112980,314.43884
113065,314.39557
113149,314.44748
113238,314.40552
113319,314.34238
113403,314.27838
113491,314.34683
113579,314.49292
113667,314.51645
113752,314.40527
113838,314.33322
113925,314.45215
114011,314.41455
114096,314.42618
114178,314.39825
114269,314.42178
114353,314.42029
114447,314.58453
114531,314.50681
114613,314.3486
114698,314.38092
114786,314.457
114873,314.53952
114962,314.48837
115051,314.51163
115135,314.48398
115223,314.46729
115306,314.37546
115392,314.40491
115482,314.54929
115582,314.625
115675,314.57709
115760,314.47363
115846,314.38278
115935,314.42801
116021,314.55502
116110,314.60333
116196,314.54623
116284,314.50513
116373,314.51602
116462,314.55783
116546,314.49823
116631,314.46613
116722,314.50848
116810,314.56628
116900,314.58914
116989,314.57751
117074,314.52673
117164,314.5054
117249,314.54083
117336,314.49213
117428,314.56833
117518,314.58185
117607,314.66568
117697,314.62582
117797,314.48877
117893,314.44522
117980,314.57251
118071,314.69708
118160,314.66602
118249,314.59491
118339,314.55472
118426,314.50397
118520,314.56641
118614,314.60757
118706,314.58051
118797,314.64175
118889,314.70224
118976,314.64749
119064,314.56461
119155,314.5387
119244,314.66745
119335,314.66708
119424,314.58844
119515,314.61426
119605,314.60187
119697,314.65436
119784,314.6438
119872,314.52982
119963,314.55722
120055,314.66367
120149,314.80194
120240,314.78851
