time,temperature,displacement,static_force,position,length,stress,strain,stiffness,relaxation_modulus,creep_compliance,gca_pressure,
1.3798,24.8743,137.3508,0.55267,1.1536,5.0327,0.13817,2.8058,4023.802,4.9243,203074.3,0,
1.4132,24.8693,140.6479,0.56601,1.1569,5.036,0.1415,2.8732,4024.275,4.9249,203050.4,0.1379,
1.4465,24.866,143.9462,0.57934,1.1602,5.0393,0.14483,2.9406,4024.696,4.9254,203029.2,0.06895,
1.4798,24.8638,147.2333,0.59267,1.1635,5.0426,0.14817,3.0077,4025.406,4.9263,202993.3,0.06895,
1.5132,24.8641,150.534,0.60601,1.1668,5.0459,0.1515,3.0751,4025.714,4.9266,202977.8,0.06895,
1.5465,24.8628,153.8304,0.61934,1.1701,5.0492,0.15484,3.1425,4026.126,4.9272,202957.1,0.1379,
1.5798,24.8587,157.127,0.63267,1.1734,5.0525,0.15817,3.2098,4026.52,4.9276,202937.2,0,
1.6132,24.8547,160.4381,0.64601,1.1767,5.0558,0.1615,3.2775,4026.519,4.9276,202937.3,0,
1.6465,24.8514,163.7444,0.65934,1.18,5.0591,0.16484,3.345,4026.648,4.9278,202930.8,0.06895,
1.6798,24.8504,167.0533,0.67267,1.1834,5.0624,0.16817,3.4126,4026.704,4.9279,202928,0.06895,
1.7132,24.8491,170.3652,0.68601,1.1867,5.0657,0.1715,3.4803,4026.692,4.9278,202928.6,0,
1.7465,24.8481,173.661,0.69934,1.19,5.069,0.17484,3.5476,4027.05,4.9283,202910.5,0,
1.7798,24.8445,176.9622,0.71268,1.1933,5.0723,0.17817,3.615,4027.273,4.9286,202899.3,0.06895,
1.8132,24.8425,180.2835,0.72601,1.1966,5.0757,0.1815,3.6829,4027.041,4.9283,202910.9,0.06895,
1.8465,24.8428,183.6015,0.73934,1.1999,5.079,0.18484,3.7507,4026.886,4.9281,202918.8,0.06895,
1.8798,24.845,186.9163,0.75268,1.2032,5.0823,0.18817,3.8184,4026.808,4.928,202922.7,0.06895,
1.9132,24.8468,190.2361,0.76601,1.2066,5.0856,0.1915,3.8862,4026.624,4.9278,202932,0.06895,
1.9465,24.8458,193.5589,0.77934,1.2099,5.0889,0.19484,3.9541,4026.386,4.9275,202944,0.06895,
1.9798,24.8467,196.8852,0.79268,1.2132,5.0923,0.19817,4.022,4026.085,4.9271,202959.2,0,
2.0132,24.8445,200.2124,0.80601,1.2166,5.0956,0.2015,4.09,4025.775,4.9267,202974.8,0,
2.0465,24.8447,203.5338,0.81934,1.2199,5.0989,0.20484,4.1578,4025.59,4.9265,202984.1,0,
2.0798,24.8432,206.8691,0.83268,1.2232,5.1023,0.20817,4.226,4025.142,4.9259,203006.7,0,
2.1132,24.8422,210.2092,0.84601,1.2266,5.1056,0.2115,4.2942,4024.614,4.9253,203033.4,0.1379,
2.1465,24.8418,213.5478,0.85934,1.2299,5.1089,0.21484,4.3624,4024.13,4.9247,203057.7,0,
2.1798,24.8419,216.886,0.87268,1.2332,5.1123,0.21817,4.4306,4023.67,4.9241,203081,0.1379,
2.2132,24.8386,220.2295,0.88601,1.2366,5.1156,0.2215,4.4989,4023.128,4.9235,203108.4,0,
2.2465,24.8376,223.5779,0.89934,1.2399,5.119,0.22484,4.5673,4022.512,4.9227,203139.4,0.06895,
2.2798,24.8382,226.9275,0.91268,1.2433,5.1223,0.22817,4.6357,4021.896,4.922,203170.6,0.06895,
2.3132,24.8389,230.2677,0.92601,1.2466,5.1257,0.2315,4.704,4021.459,4.9214,203192.6,0,
2.3465,24.8378,233.6172,0.93935,1.25,5.129,0.23484,4.7724,4020.878,4.9207,203222,0,
2.3798,24.8394,236.976,0.95268,1.2534,5.1324,0.23817,4.841,4020.152,4.9198,203258.7,0.06895,
2.4132,24.8397,240.3408,0.96601,1.2567,5.1358,0.2415,4.9097,4019.346,4.9189,203299.4,0.06895,
2.4465,24.8351,243.7037,0.97935,1.2601,5.1391,0.24484,4.9784,4018.594,4.9179,203337.5,0.06895,
2.4798,24.8346,247.0704,0.99268,1.2635,5.1425,0.24817,5.0472,4017.803,4.917,203377.5,0.06895,
2.5132,24.8327,250.4415,1.006,1.2668,5.1459,0.2515,5.1161,4016.958,4.9159,203420.3,0,
2.5465,24.8341,253.8144,1.0193,1.2702,5.1493,0.25484,5.185,4016.106,4.9149,203463.5,0,
2.5798,24.8333,257.176,1.0327,1.2736,5.1526,0.25817,5.2537,4015.453,4.9141,203496.6,0.06895,
2.6132,24.8298,260.544,1.046,1.2769,5.156,0.2615,5.3225,4014.715,4.9132,203533.9,0.1379,
2.6465,24.8213,263.9254,1.0593,1.2803,5.1594,0.26484,5.3915,4013.795,4.9121,203580.6,0.1379,
2.6798,24.808,267.309,1.0727,1.2837,5.1628,0.26817,5.4607,4012.865,4.9109,203627.8,0.1379,
2.7132,24.8003,270.6913,1.086,1.2871,5.1662,0.2715,5.5298,4011.976,4.9098,203672.9,0,
2.7465,24.7973,274.0764,1.0993,1.2905,5.1695,0.27483,5.5989,4011.07,4.9087,203718.9,0,
2.7798,24.7934,277.47,1.1127,1.2939,5.1729,0.27817,5.6682,4010.062,4.9075,203770.1,0,
2.8132,24.7876,280.8666,1.126,1.2973,5.1763,0.2815,5.7376,4009.036,4.9062,203822.2,0.06895,
2.8465,24.7702,284.2628,1.1393,1.3007,5.1797,0.28483,5.807,4008.04,4.905,203872.9,0,
2.8798,24.771,287.6623,1.1527,1.3041,5.1831,0.28817,5.8764,4007.021,4.9038,203924.8,0,
2.9132,24.7686,291.0855,1.166,1.3075,5.1866,0.2915,5.9464,4005.7,4.9022,203992,0.06895,
2.9465,24.7626,294.5153,1.1793,1.311,5.19,0.29483,6.0164,4004.32,4.9005,204062.3,0,
2.9798,24.7617,297.945,1.1927,1.3144,5.1934,0.29817,6.0865,4002.976,4.8988,204130.8,0,
3.0132,24.7577,301.365,1.206,1.3178,5.1969,0.3015,6.1564,4001.788,4.8974,204191.4,0.06895,
3.0465,24.7523,304.7953,1.2193,1.3212,5.2003,0.30483,6.2264,4000.49,4.8958,204257.6,0.06895,
3.0798,24.7512,308.231,1.2327,1.3247,5.2037,0.30817,6.2966,3999.153,4.8941,204326,0.1379,
3.1132,24.7542,311.6663,1.246,1.3281,5.2072,0.3115,6.3668,3997.851,4.8925,204392.5,0.1379,
3.1465,24.7534,315.0961,1.2593,1.3316,5.2106,0.31483,6.4369,3996.648,4.8911,204454,0.06895,
3.1798,24.7523,318.539,1.2727,1.335,5.214,0.31816,6.5072,3995.304,4.8894,204522.8,0.06895,
3.2132,24.7512,321.9889,1.286,1.3385,5.2175,0.3215,6.5777,3993.903,4.8877,204594.5,0.06895,
3.2465,24.7522,325.4406,1.2993,1.3419,5.221,0.32483,6.6482,3992.51,4.886,204665.9,0,
3.2798,24.7531,328.9023,1.3127,1.3454,5.2244,0.32816,6.7189,3991.025,4.8842,204742.1,0,
3.3132,24.7535,332.3699,1.326,1.3488,5.2279,0.3315,6.7897,3989.5,4.8823,204820.4,0.2758,
3.3465,24.7534,335.8463,1.3393,1.3523,5.2314,0.33483,6.8608,3987.9,4.8804,204902.5,0,
3.3798,24.7538,339.3238,1.3527,1.3558,5.2349,0.33816,6.9318,3986.325,4.8784,204983.5,0.1379,
3.4132,24.7492,342.7931,1.366,1.3593,5.2383,0.3415,7.0027,3984.872,4.8767,205058.2,0.06895,
3.4465,24.7459,346.2669,1.3793,1.3628,5.2418,0.34483,7.0736,3983.399,4.8749,205134,0.06895,
3.4798,24.7394,349.7512,1.3927,1.3662,5.2453,0.34816,7.1448,3981.834,4.8729,205214.6,0.06895,
3.5132,24.7309,353.2393,1.406,1.3697,5.2488,0.3515,7.2161,3980.26,4.871,205295.9,0.1379,
3.5465,24.724,356.7278,1.4193,1.3732,5.2523,0.35483,7.2873,3978.71,4.8691,205375.8,0.06895,
3.5798,24.7198,360.2163,1.4326,1.3767,5.2558,0.35816,7.3586,3977.19,4.8673,205454.3,0,
3.6132,24.7138,363.7132,1.446,1.3802,5.2593,0.3615,7.43,3975.607,4.8653,205536.1,0.06895,
3.6466,24.7086,367.2094,1.4593,1.3837,5.2628,0.36483,7.5015,3974.062,4.8634,205616,0.06895,
3.68,24.7002,370.7088,1.4726,1.3872,5.2663,0.36816,7.5729,3972.514,4.8615,205696.2,0.06895,
3.7133,24.6937,374.204,1.486,1.3907,5.2698,0.37149,7.6443,3971.038,4.8597,205772.6,0.06895,
3.7467,24.691,377.7107,1.4993,1.3942,5.2733,0.37483,7.716,3969.468,4.8578,205854,0,
3.78,24.6866,381.219,1.5126,1.3977,5.2768,0.37816,7.7876,3967.91,4.8559,205934.8,0.20685,
3.8133,24.6866,384.74,1.526,1.4013,5.2803,0.38149,7.8596,3966.25,4.8539,206021,0.20685,
3.8467,24.686,388.2702,1.5393,1.4048,5.2838,0.38483,7.9317,3964.528,4.8518,206110.5,0.1379,
3.88,24.6838,391.8002,1.5526,1.4083,5.2874,0.38816,8.0038,3962.836,4.8497,206198.5,0.1379,
3.9133,24.6847,395.329,1.566,1.4119,5.2909,0.39149,8.0759,3961.187,4.8477,206284.4,0.06895,
3.9467,24.6856,398.8657,1.5793,1.4154,5.2945,0.39483,8.1481,3959.49,4.8456,206372.7,0.06895,
3.98,24.6833,402.3993,1.5926,1.4189,5.298,0.39816,8.2203,3957.852,4.8436,206458.1,0,
4.0133,24.6829,405.9453,1.606,1.4225,5.3015,0.40149,8.2928,3956.124,4.8415,206548.4,0,
4.0467,24.6832,409.501,1.6193,1.4261,5.3051,0.40483,8.3654,3954.33,4.8393,206642,0.20685,
4.08,24.6816,413.053,1.6326,1.4296,5.3087,0.40816,8.438,3952.604,4.8372,206732.3,0.06895,
4.1133,24.6773,416.6058,1.646,1.4332,5.3122,0.41149,8.5105,3950.898,4.8351,206821.6,0.06895,
4.1467,24.6734,420.1645,1.6593,1.4367,5.3158,0.41482,8.5832,3949.165,4.833,206912.3,0.06895,
4.18,24.6709,423.7304,1.6726,1.4403,5.3193,0.41816,8.6561,3947.396,4.8308,207005,0.06895,
4.2133,24.6682,427.2991,1.686,1.4439,5.3229,0.42149,8.729,3945.63,4.8286,207097.7,0,
4.2467,24.666,430.869,1.6993,1.4474,5.3265,0.42482,8.8019,3943.88,4.8265,207189.6,0,
4.28,24.6639,434.4414,1.7126,1.451,5.3301,0.42816,8.8749,3942.139,4.8244,207281,0.06895,
4.3133,24.6593,438.0222,1.726,1.4546,5.3336,0.43149,8.948,3940.35,4.8222,207375.2,0.06895,
4.3467,24.6579,441.6092,1.7393,1.4582,5.3372,0.43482,9.0213,3938.535,4.82,207470.8,0,
4.38,24.659,445.2041,1.7526,1.4618,5.3408,0.43816,9.0947,3936.679,4.8177,207568.6,0.1379,
4.4133,24.6578,448.8072,1.766,1.4654,5.3444,0.44149,9.1684,3934.781,4.8154,207668.7,0.06895,
4.4467,24.6569,452.4228,1.7793,1.469,5.3481,0.44482,9.2422,3932.805,4.8129,207773,0,
4.48,24.657,456.0448,1.7926,1.4726,5.3517,0.44816,9.3162,3930.804,4.8105,207878.8,0,
4.5133,24.6577,459.6702,1.806,1.4763,5.3553,0.45149,9.3903,3928.806,4.808,207984.5,0.1379,
4.5467,24.6606,463.3022,1.8193,1.4799,5.359,0.45482,9.4645,3926.784,4.8056,208091.6,0,
4.58,24.662,466.963,1.8326,1.4836,5.3626,0.45815,9.5392,3924.55,4.8028,208210.1,0,
4.6133,24.6602,470.642,1.846,1.4873,5.3663,0.46149,9.6144,3922.2,4.8,208334.8,0,
4.6467,24.6559,474.3299,1.8593,1.4909,5.37,0.46482,9.6897,3919.812,4.797,208461.7,0.06895,
4.68,24.6537,478.019,1.8726,1.4946,5.3737,0.46815,9.7651,3917.453,4.7942,208587.3,0.06895,
4.7133,24.6535,481.7129,1.8859,1.4983,5.3774,0.47149,9.8406,3915.09,4.7913,208713.1,0.06895,
4.7467,24.6489,485.4088,1.8993,1.502,5.3811,0.47482,9.9161,3912.746,4.7884,208838.2,0.06895,
4.78,24.6511,489.109,1.9126,1.5057,5.3848,0.47815,9.9916,3910.404,4.7855,208963.3,0.06895,
4.8133,24.6519,492.8116,1.9259,1.5094,5.3885,0.48149,10.0673,3908.078,4.7827,209087.6,0.06895,
4.8467,24.6507,496.5201,1.9393,1.5132,5.3922,0.48482,10.1431,3905.74,4.7798,209212.8,0.06895,
4.8792,24.647,500.1514,1.9523,1.5168,5.3958,0.48807,10.2172,3903.374,4.7769,209339.6,0.06895,
4.9117,24.6444,503.7808,1.9653,1.5204,5.3995,0.49132,10.2914,3901.055,4.7741,209464,0.1379,
4.945,24.6395,507.4998,1.9786,1.5241,5.4032,0.49465,10.3673,3898.74,4.7713,209588.4,0,
4.9783,24.6294,511.2216,1.9919,1.5279,5.4069,0.49799,10.4434,3896.435,4.7684,209712.4,0.06895,
5.0117,24.6194,514.9527,2.0053,1.5316,5.4107,0.50132,10.5196,3894.094,4.7656,209838.5,0,
5.045,24.6109,518.6873,2.0186,1.5353,5.4144,0.50465,10.5959,3891.76,4.7627,209964.4,0,
5.0783,24.6059,522.4223,2.0319,1.5391,5.4181,0.50798,10.6722,3889.456,4.7599,210088.7,0.1379,
5.1117,24.5993,526.151,2.0453,1.5428,5.4219,0.51132,10.7484,3887.232,4.7572,210208.9,0.1379,
5.145,24.5915,529.8952,2.0586,1.5466,5.4256,0.51465,10.8248,3884.925,4.7543,210333.7,0.06895,
5.1783,24.5857,533.6477,2.0719,1.5503,5.4294,0.51798,10.9015,3882.59,4.7515,210460.2,0,
5.2117,24.577,537.4035,2.0853,1.5541,5.4331,0.52132,10.9782,3880.265,4.7486,210586.3,0.06895,
5.245,24.5678,541.1726,2.0986,1.5578,5.4369,0.52465,11.0552,3877.876,4.7457,210716,0,
5.2783,24.5601,544.948,2.1119,1.5616,5.4407,0.52798,11.1323,3875.476,4.7428,210846.6,0.20685,
5.3117,24.5552,548.7246,2.1253,1.5654,5.4445,0.53132,11.2095,3873.1,4.7399,210975.9,0,
5.345,24.5477,552.5068,2.1386,1.5692,5.4482,0.53465,11.2868,3870.718,4.737,211105.8,0.06895,
5.3783,24.5392,556.2807,2.1519,1.573,5.452,0.53798,11.3638,3868.425,4.7342,211230.9,0.1379,
5.4117,24.5293,560.066,2.1653,1.5768,5.4558,0.54132,11.4412,3866.084,4.7313,211358.8,0.06895,
5.445,24.5227,563.86,2.1786,1.5806,5.4596,0.54465,11.5187,3863.716,4.7284,211488.4,0,
5.4783,24.5163,567.6546,2.1919,1.5844,5.4634,0.54798,11.5962,3861.375,4.7255,211616.6,0,
5.5117,24.5113,571.4574,2.2053,1.5882,5.4672,0.55131,11.6739,3859.009,4.7226,211746.3,0.06895,
5.545,24.5068,575.2652,2.2186,1.592,5.471,0.55465,11.7517,3856.641,4.7197,211876.2,0.1379,
5.5783,24.5018,579.0805,2.2319,1.5958,5.4748,0.55798,11.8296,3854.255,4.7168,212007.4,0.1379,
5.6117,24.497,582.9008,2.2453,1.5996,5.4787,0.56131,11.9077,3851.867,4.7139,212138.9,0.06895,
5.645,24.4943,586.7176,2.2586,1.6034,5.4825,0.56465,11.9856,3849.534,4.711,212267.4,0,
5.6783,24.4921,590.5372,2.2719,1.6073,5.4863,0.56798,12.0637,3847.21,4.7082,212395.7,0,
5.7117,24.4897,594.375,2.2853,1.6111,5.4901,0.57131,12.142,3844.802,4.7052,212528.7,0,
5.745,24.4868,598.2322,2.2986,1.615,5.494,0.57465,12.2209,3842.298,4.7022,212667.2,0.06895,
5.7783,24.4833,602.1274,2.3119,1.6189,5.4979,0.57798,12.3004,3839.584,4.6989,212817.5,0.06895,
5.8117,24.4784,606.0264,2.3253,1.6228,5.5018,0.58131,12.3801,3836.882,4.6956,212967.4,0,
5.845,24.4732,609.9226,2.3386,1.6267,5.5057,0.58465,12.4597,3834.228,4.6923,213114.8,0,
5.8783,24.4667,613.8161,2.3519,1.6306,5.5096,0.58798,12.5392,3831.63,4.6891,213259.4,0,
5.9117,24.4639,617.7085,2.3652,1.6345,5.5135,0.59131,12.6187,3829.068,4.686,213402,0,
5.945,24.4572,621.5894,2.3786,1.6383,5.5174,0.59464,12.698,3826.61,4.683,213539.1,0.06895,
5.9783,24.4506,625.4746,2.3919,1.6422,5.5213,0.59798,12.7774,3824.156,4.68,213676.1,0.06895,
6.0117,24.4465,629.3627,2.4052,1.6461,5.5252,0.60131,12.8568,3821.715,4.677,213812.6,0,
6.0452,24.4422,633.2558,2.4186,1.65,5.5291,0.60464,12.9363,3819.273,4.674,213949.3,0,
6.0785,24.439,637.189,2.4319,1.654,5.533,0.60798,13.0167,3816.617,4.6708,214098.2,0.1379,
6.1118,24.4352,641.0978,2.4452,1.6579,5.5369,0.61131,13.0965,3814.143,4.6677,214237,0,
6.1452,24.4296,645.0002,2.4586,1.6618,5.5408,0.61464,13.1762,3811.737,4.6648,214372.3,0.06895,
6.1785,24.4262,648.8984,2.4719,1.6657,5.5447,0.61798,13.2559,3809.385,4.6619,214504.6,0.1379,
6.2118,24.4201,652.7817,2.4852,1.6696,5.5486,0.62131,13.3352,3807.147,4.6592,214630.8,0,
6.2452,24.4166,656.671,2.4986,1.6735,5.5525,0.62464,13.4146,3804.902,4.6564,214757.4,0.06895,
6.2785,24.4156,660.5706,2.5119,1.6774,5.5564,0.62797,13.4943,3802.622,4.6536,214886.2,0,
6.3118,24.4082,664.4716,2.5252,1.6813,5.5603,0.63131,13.574,3800.362,4.6509,215013.9,0.06895,
6.3452,24.404,668.3665,2.5386,1.6852,5.5642,0.63464,13.6536,3798.163,4.6482,215138.4,0.06895,
6.3785,24.398,672.2637,2.5519,1.6891,5.5681,0.63797,13.7332,3795.977,4.6455,215262.3,0,
6.4118,24.3943,676.1722,2.5652,1.693,5.572,0.64131,13.813,3793.752,4.6428,215388.5,0.06895,
6.4452,24.3927,680.0906,2.5786,1.6969,5.5759,0.64464,13.8931,3791.498,4.64,215516.6,0,
6.4785,24.3918,684.0181,2.5919,1.7008,5.5799,0.64797,13.9733,3789.219,4.6372,215646.2,0.06895,
6.5118,24.3881,687.947,2.6052,1.7048,5.5838,0.65131,14.0536,3786.959,4.6345,215774.9,0.06895,
6.5452,24.3878,691.901,2.6186,1.7087,5.5878,0.65464,14.1343,3784.587,4.6316,215910.2,0,
6.5785,24.3866,695.8634,2.6319,1.7127,5.5917,0.65797,14.2153,3782.196,4.6286,216046.6,0,
6.6118,24.3899,699.8372,2.6452,1.7167,5.5957,0.66131,14.2965,3779.77,4.6257,216185.3,0.06895,
6.6452,24.3923,703.8144,2.6586,1.7206,5.5997,0.66464,14.3777,3777.354,4.6227,216323.6,0.06895,
6.6785,24.3919,707.8019,2.6719,1.7246,5.6037,0.66797,14.4592,3774.91,4.6197,216463.6,0.06895,
6.7118,24.3923,711.7911,2.6852,1.7286,5.6077,0.67131,14.5407,3772.485,4.6167,216602.8,0.20685,
6.7452,24.3917,715.7844,2.6986,1.7326,5.6117,0.67464,14.6222,3770.065,4.6138,216741.8,0.06895,
6.7785,24.3912,719.7708,2.7119,1.7366,5.6157,0.67797,14.7037,3767.708,4.6109,216877.4,0.06895,
6.8118,24.3914,723.7681,2.7252,1.7406,5.6197,0.6813,14.7853,3765.32,4.608,217015,0.06895,
6.8452,24.3918,727.7766,2.7386,1.7446,5.6237,0.68464,14.8672,3762.9,4.605,217154.5,0.1379,
6.8785,24.3902,731.7891,2.7519,1.7486,5.6277,0.68797,14.9492,3760.486,4.6021,217293.9,0.1379,
6.9118,24.3893,735.807,2.7652,1.7527,5.6317,0.6913,15.0313,3758.072,4.5991,217433.5,0,
6.9452,24.3901,739.834,2.7785,1.7567,5.6357,0.69464,15.1135,3755.636,4.5961,217574.5,0,
6.9785,24.3931,743.8614,2.7919,1.7607,5.6398,0.69797,15.1958,3753.226,4.5932,217714.2,0.06895,
7.0118,24.3929,747.884,2.8052,1.7647,5.6438,0.7013,15.278,3750.866,4.5903,217851.2,0.06895,
7.0452,24.3932,751.898,2.8185,1.7688,5.6478,0.70464,15.36,3748.574,4.5875,217984.4,0,
7.0785,24.3952,755.9141,2.8319,1.7728,5.6518,0.70797,15.442,3746.294,4.5847,218117,0,
7.1118,24.3988,759.942,2.8452,1.7768,5.6559,0.7113,15.5243,3743.982,4.5819,218251.8,0.06895,
7.1452,24.401,763.9702,2.8585,1.7808,5.6599,0.71464,15.6066,3741.692,4.5791,218385.4,0.1379,
7.1785,24.3995,767.9978,2.8719,1.7849,5.6639,0.71797,15.6889,3739.43,4.5763,218517.4,0,
7.2118,24.3992,772.026,2.8852,1.7889,5.668,0.7213,15.7712,3737.188,4.5736,218648.5,0,
7.2452,24.3972,776.0592,2.8985,1.7929,5.672,0.72463,15.8535,3734.946,4.5708,218779.8,0.06895,
7.2785,24.3967,780.0989,2.9119,1.797,5.676,0.72797,15.9361,3732.695,4.5681,218911.7,0.1379,
7.3118,24.3943,784.1437,2.9252,1.801,5.6801,0.7313,16.0187,3730.444,4.5653,219043.8,0,
7.3452,24.3924,788.185,2.9385,1.8051,5.6841,0.73463,16.1013,3728.232,4.5626,219173.8,0.06895,
7.3785,24.3918,792.2534,2.9519,1.8092,5.6882,0.73797,16.1844,3725.914,4.5598,219310.1,0.06895,
7.4118,24.3886,796.3288,2.9652,1.8132,5.6923,0.7413,16.2676,3723.589,4.5569,219447.1,0,
7.4452,24.3872,800.4008,2.9785,1.8173,5.6964,0.74463,16.3508,3721.302,4.5541,219581.9,0.06895,
7.4785,24.3903,804.4706,2.9919,1.8214,5.7004,0.74797,16.4339,3719.049,4.5514,219715,0,
7.5118,24.3923,808.5518,3.0052,1.8255,5.7045,0.7513,16.5173,3716.766,4.5486,219849.9,0.20685,
7.5452,24.3931,812.6443,3.0185,1.8296,5.7086,0.75463,16.6009,3714.455,4.5457,219986.7,0.06895,
7.5785,24.3895,816.74,3.0319,1.8337,5.7127,0.75797,16.6846,3712.152,4.5429,220123.2,0.06895,
7.6118,24.389,820.8344,3.0452,1.8378,5.7168,0.7613,16.7682,3709.878,4.5401,220258.2,0.1379,
7.6452,24.3878,824.9379,3.0585,1.8419,5.7209,0.76463,16.852,3707.586,4.5373,220394.3,0,
7.6785,24.386,829.0524,3.0719,1.846,5.725,0.76797,16.9361,3705.266,4.5345,220532.2,0.06895,
7.7118,24.3832,833.1708,3.0852,1.8501,5.7291,0.7713,17.0202,3702.953,4.5317,220670,0.06895,
7.7452,24.3815,837.2969,3.0985,1.8542,5.7333,0.77463,17.1045,3700.628,4.5288,220808.6,0,
7.7785,24.3821,841.4324,3.1119,1.8584,5.7374,0.77796,17.189,3698.285,4.5259,220948.6,0.06895,
7.8118,24.3867,845.5768,3.1252,1.8625,5.7416,0.7813,17.2737,3695.926,4.5231,221089.6,0,
7.8452,24.389,849.7224,3.1385,1.8667,5.7457,0.78463,17.3584,3693.585,4.5202,221229.7,0.06895,
7.8785,24.386,853.8735,3.1519,1.8708,5.7499,0.78796,17.4432,3691.242,4.5173,221370.2,0,
