time,temperature,displacement,static_force,position,length,stress,strain,stiffness,relaxation_modulus,creep_compliance,gca_pressure,
7.9118,24.3851,858.0258,3.1652,1.875,5.754,0.7913,17.528,3688.918,4.5145,221509.6,0.06895,
7.9452,24.3872,862.1962,3.1785,1.8792,5.7582,0.79463,17.6132,3686.538,4.5116,221652.6,0,
7.9785,24.3895,866.3818,3.1919,1.8833,5.7624,0.79796,17.6987,3684.116,4.5086,221798.3,0.06895,
8.0118,24.3934,870.5688,3.2052,1.8875,5.7666,0.8013,17.7842,3681.712,4.5057,221943.2,0,
8.0452,24.3961,874.7554,3.2185,1.8917,5.7708,0.80463,17.8697,3679.332,4.5027,222086.7,0.1379,
8.0785,24.3989,878.9501,3.2318,1.8959,5.775,0.80796,17.9554,3676.941,4.4998,222231.1,0,
8.1118,24.4048,883.1535,3.2452,1.9001,5.7792,0.8113,18.0413,3674.538,4.4969,222376.5,0,
8.1452,24.4082,887.3626,3.2585,1.9043,5.7834,0.81463,18.1273,3672.132,4.4939,222522.2,0,
8.1785,24.4116,891.5665,3.2718,1.9085,5.7876,0.81796,18.2132,3669.772,4.491,222665.3,0.06895,
8.2118,24.4152,895.7774,3.2852,1.9128,5.7918,0.82129,18.2992,3667.404,4.4881,222809,0,
8.2452,24.4206,900.0019,3.2985,1.917,5.796,0.82463,18.3855,3665.003,4.4852,222955,0.06895,
8.2785,24.4224,904.2313,3.3118,1.9212,5.8003,0.82796,18.4719,3662.605,4.4823,223101,0.06895,
8.3118,24.4246,908.4822,3.3252,1.9255,5.8045,0.83129,18.5587,3660.143,4.4793,223251,0.1379,
8.3452,24.4259,912.7406,3.3385,1.9297,5.8088,0.83463,18.6457,3657.674,4.4762,223401.8,0.1379,
8.3785,24.4275,917.0025,3.3518,1.934,5.8131,0.83796,18.7328,3655.213,4.4732,223552.2,0,
8.412,24.4269,921.2726,3.3652,1.9383,5.8173,0.84129,18.82,3652.744,4.4702,223703.3,0.20685,
8.4453,24.4298,925.552,3.3785,1.9426,5.8216,0.84463,18.9074,3650.259,4.4672,223855.6,0.2758,
8.4787,24.431,929.8372,3.3918,1.9468,5.8259,0.84796,18.995,3647.775,4.4641,224008,0.06895,
8.512,24.4328,934.1425,3.4052,1.9512,5.8302,0.85129,19.0829,3645.235,4.461,224164,0.06895,
8.5453,24.4338,938.4586,3.4185,1.9555,5.8345,0.85463,19.1711,3642.676,4.4579,224321.5,0.06895,
8.5787,24.4337,942.7816,3.4318,1.9598,5.8389,0.85796,19.2594,3640.116,4.4548,224479.3,0,
8.612,24.4318,947.1082,3.4452,1.9641,5.8432,0.86129,19.3478,3637.563,4.4516,224636.8,0.20685,
8.6453,24.4286,951.4472,3.4585,1.9685,5.8475,0.86462,19.4364,3634.988,4.4485,224796,0.06895,
8.6787,24.4269,955.7962,3.4718,1.9728,5.8519,0.86796,19.5253,3632.396,4.4453,224956.4,0.1379,
8.712,24.4223,960.1612,3.4852,1.9772,5.8562,0.87129,19.6144,3629.769,4.4421,225119.2,0.1379,
8.7453,24.4157,964.5101,3.4985,1.9815,5.8606,0.87462,19.7033,3627.225,4.439,225277.1,0.1379,
8.7787,24.4091,968.8781,3.5118,1.9859,5.865,0.87796,19.7925,3624.634,4.4358,225438.2,0,
8.812,24.4017,973.2651,3.5252,1.9903,5.8694,0.88129,19.8821,3621.994,4.4326,225602.5,0.06895,
8.8453,24.3946,977.654,3.5385,1.9947,5.8738,0.88462,19.9718,3619.371,4.4294,225766,0.06895,
8.8787,24.3886,982.0543,3.5518,1.9991,5.8782,0.88796,20.0617,3616.73,4.4261,225930.8,0.06895,
8.912,24.384,986.4651,3.5652,2.0035,5.8826,0.89129,20.1518,3614.074,4.4229,226096.9,0,
8.9453,24.3814,990.8874,3.5785,2.0079,5.887,0.89462,20.2421,3611.4,4.4196,226264.3,0.06895,
8.9787,24.3806,995.3116,3.5918,2.0124,5.8914,0.89796,20.3325,3608.741,4.4164,226431,0,
9.012,24.3755,999.7355,3.6052,2.0168,5.8959,0.90129,20.4229,3606.109,4.4131,226596.3,0.1379,
9.0453,24.3753,1004.167,3.6185,2.0212,5.9003,0.90462,20.5134,3603.472,4.4099,226762.1,0.06895,
9.0787,24.3734,1008.618,3.6318,2.0257,5.9047,0.90795,20.6043,3600.789,4.4066,226931,0.20685,
9.112,24.37,1013.074,3.6452,2.0302,5.9092,0.91129,20.6954,3598.11,4.4033,227100,0.1379,
9.1453,24.3711,1017.543,3.6585,2.0346,5.9137,0.91462,20.7866,3595.41,4.4,227270.5,0.06895,
9.1787,24.3715,1022.018,3.6718,2.0391,5.9181,0.91795,20.8781,3592.714,4.3967,227441.1,0,
9.212,24.3705,1026.509,3.6851,2.0436,5.9226,0.92129,20.9698,3589.983,4.3934,227614.1,0.20685,
9.2453,24.3707,1031.015,3.6985,2.0481,5.9272,0.92462,21.0618,3587.224,4.39,227789.2,0.1379,
9.2787,24.3703,1035.541,3.7118,2.0526,5.9317,0.92795,21.1543,3584.42,4.3866,227967.4,0.06895,
9.312,24.3701,1040.059,3.7251,2.0572,5.9362,0.93129,21.2466,3581.669,4.3832,228142.5,0.06895,
9.3453,24.371,1044.593,3.7385,2.0617,5.9407,0.93462,21.3392,3578.886,4.3798,228319.9,0,
9.3787,24.3738,1049.14,3.7518,2.0662,5.9453,0.93795,21.4321,3576.081,4.3764,228499,0.06895,
9.412,24.3769,1053.701,3.7651,2.0708,5.9499,0.94129,21.5253,3573.258,4.3729,228679.5,0,
9.4453,24.377,1058.268,3.7785,2.0754,5.9544,0.94462,21.6186,3570.434,4.3695,228860.3,0.06895,
9.4787,24.3798,1062.844,3.7918,2.08,5.959,0.94795,21.7121,3567.606,4.366,229041.8,0.06895,
9.512,24.3785,1067.434,3.8051,2.0846,5.9636,0.95129,21.8058,3564.754,4.3625,229225,0.06895,
9.5453,24.3805,1072.032,3.8185,2.0892,5.9682,0.95462,21.8998,3561.903,4.359,229408.5,0.06895,
9.5787,24.3827,1076.627,3.8318,2.0938,5.9728,0.95795,21.9936,3559.084,4.3556,229590.2,0.06895,
9.612,24.3851,1081.23,3.8451,2.0984,5.9774,0.96128,22.0877,3556.261,4.3521,229772.4,0,
9.6453,24.3862,1085.861,3.8585,2.103,5.982,0.96462,22.1822,3553.374,4.3486,229959.1,0.06895,
9.6787,24.3865,1090.5,3.8718,2.1076,5.9867,0.96795,22.277,3550.485,4.3451,230146.3,0,
9.712,24.3859,1095.14,3.8851,2.1123,5.9913,0.97128,22.3718,3547.615,4.3416,230332.4,0.1379,
9.7453,24.3883,1099.786,3.8985,2.1169,5.996,0.97462,22.4667,3544.751,4.338,230518.5,0.20685,
9.7787,24.3904,1104.446,3.9118,2.1216,6.0006,0.97795,22.5619,3541.866,4.3345,230706.3,0.06895,
9.812,24.3942,1109.109,3.9251,2.1263,6.0053,0.98128,22.6572,3538.995,4.331,230893.5,0,
9.8453,24.3978,1113.775,3.9385,2.1309,6.01,0.98462,22.7525,3536.139,4.3275,231079.9,0,
9.8787,24.4027,1118.436,3.9518,2.1356,6.0146,0.98795,22.8477,3533.324,4.3241,231264,0,
9.912,24.4079,1123.112,3.9651,2.1403,6.0193,0.99128,22.9432,3530.482,4.3206,231450.2,0,
9.9453,24.4118,1127.81,3.9785,2.145,6.024,0.99462,23.0392,3527.597,4.3171,231639.5,0,
9.9787,24.4147,1132.515,3.9918,2.1497,6.0287,0.99795,23.1353,3524.716,4.3135,231828.8,0.1379,
10.012,24.417,1137.226,4.0051,2.1544,6.0334,1.0013,23.2316,3521.836,4.31,232018.4,0.1379,
10.0453,24.4172,1141.949,4.0185,2.1591,6.0382,1.0046,23.328,3518.948,4.3065,232208.8,0.06895,
10.0787,24.4157,1146.682,4.0318,2.1639,6.0429,1.0079,23.4247,3516.051,4.3029,232400.2,0,
10.112,24.4164,1151.413,4.0451,2.1686,6.0476,1.0113,23.5214,3513.181,4.2994,232590,0.1379,
10.1453,24.4165,1156.138,4.0585,2.1733,6.0524,1.0146,23.6179,3510.355,4.296,232777.2,0.1379,
10.1787,24.4181,1160.869,4.0718,2.1781,6.0571,1.0179,23.7145,3507.536,4.2925,232964.4,0.06895,
10.212,24.4219,1165.617,4.0851,2.1828,6.0619,1.0213,23.8115,3504.686,4.289,233153.8,0,
10.2453,24.4258,1170.377,4.0985,2.1876,6.0666,1.0246,23.9088,3501.822,4.2855,233344.5,0.06895,
10.2787,24.4314,1175.141,4.1118,2.1923,6.0714,1.0279,24.0061,3498.972,4.282,233534.6,0.06895,
10.312,24.4322,1179.911,4.1251,2.1971,6.0762,1.0313,24.1035,3496.126,4.2785,233724.6,0.1379,
10.3453,24.4309,1184.691,4.1384,2.2019,6.0809,1.0346,24.2012,3493.274,4.275,233915.5,0,
10.3787,24.43,1189.482,4.1518,2.2067,6.0857,1.0379,24.2991,3490.411,4.2715,234107.3,0.20685,
10.412,24.4289,1194.285,4.1651,2.2115,6.0905,1.0413,24.3972,3487.537,4.268,234300.2,0.2758,
10.4453,24.4279,1199.082,4.1784,2.2163,6.0953,1.0446,24.4952,3484.703,4.2646,234490.8,0.06895,
10.4787,24.4255,1203.9,4.1918,2.2211,6.1002,1.0479,24.5936,3481.833,4.261,234684.1,0.2758,
10.512,24.4236,1208.731,4.2051,2.226,6.105,1.0513,24.6923,3478.946,4.2575,234878.8,0.1379,
10.5453,24.4241,1213.566,4.2184,2.2308,6.1098,1.0546,24.791,3476.073,4.254,235073,0,
10.5787,24.4227,1218.421,4.2318,2.2357,6.1147,1.0579,24.8902,3473.164,4.2504,235269.8,0.1379,
10.612,24.4229,1223.274,4.2451,2.2405,6.1196,1.0613,24.9894,3470.284,4.2469,235465.2,0,
10.6453,24.421,1228.131,4.2584,2.2454,6.1244,1.0646,25.0886,3467.414,4.2434,235660,0.1379,
10.6787,24.4203,1232.984,4.2718,2.2502,6.1293,1.0679,25.1877,3464.58,4.2399,235852.8,0.1379,
10.712,24.416,1237.838,4.2851,2.2551,6.1341,1.0713,25.2869,3461.768,4.2365,236044.4,0,
10.7453,24.4113,1242.709,4.2984,2.26,6.139,1.0746,25.3864,3458.925,4.233,236238.4,0.06895,
10.7788,24.4091,1247.601,4.3118,2.2649,6.1439,1.0779,25.4863,3456.05,4.2295,236434.9,0.06895,
10.8122,24.4105,1252.502,4.3251,2.2698,6.1488,1.0813,25.5864,3453.17,4.226,236632.1,0.06895,
10.8455,24.4082,1257.404,4.3384,2.2747,6.1537,1.0846,25.6866,3450.31,4.2225,236828.3,0.06895,
10.8788,24.4027,1262.325,4.3518,2.2796,6.1586,1.0879,25.7871,3447.422,4.2189,237026.6,0.1379,
10.9122,24.4003,1267.253,4.3651,2.2845,6.1636,1.0913,25.8878,3444.537,4.2154,237225.2,0.06895,
10.9455,24.3992,1272.19,4.3784,2.2895,6.1685,1.0946,25.9886,3441.65,4.2119,237424.2,0.06895,
10.9788,24.3997,1277.13,4.3918,2.2944,6.1734,1.0979,26.0895,3438.777,4.2084,237622.5,0.06895,
11.0122,24.4024,1282.076,4.4051,2.2994,6.1784,1.1013,26.1906,3435.91,4.2048,237820.8,0.06895,
11.0455,24.4059,1287.04,4.4184,2.3043,6.1834,1.1046,26.292,3433.018,4.2013,238021.1,0.06895,
11.0788,24.4086,1292.016,4.4318,2.3093,6.1883,1.1079,26.3936,3430.114,4.1978,238222.6,0.20685,
11.1122,24.4093,1296.999,4.4451,2.3143,6.1933,1.1113,26.4955,3427.214,4.1942,238424.2,0,
11.1455,24.4101,1302.01,4.4584,2.3193,6.1983,1.1146,26.5978,3424.265,4.1906,238629.6,0,
11.1788,24.4083,1307.039,4.4718,2.3243,6.2034,1.1179,26.7005,3421.29,4.187,238837,0.06895,
11.2122,24.4071,1312.078,4.4851,2.3294,6.2084,1.1213,26.8035,3418.312,4.1833,239045.1,0.06895,
11.2455,24.4056,1317.118,4.4984,2.3344,6.2135,1.1246,26.9064,3415.353,4.1797,239252.2,0.1379,
11.2788,24.4001,1322.167,4.5118,2.3395,6.2185,1.1279,27.0096,3412.394,4.1761,239459.6,0.06895,
11.3122,24.3948,1327.25,4.5251,2.3446,6.2236,1.1313,27.1134,3409.37,4.1724,239672,0.06895,
11.3455,24.3889,1332.356,4.5384,2.3497,6.2287,1.1346,27.2177,3406.312,4.1686,239887.3,0,
11.3788,24.3819,1337.471,4.5518,2.3548,6.2338,1.1379,27.3222,3403.254,4.1649,240102.8,0.06895,
11.4122,24.3756,1342.611,4.5651,2.3599,6.239,1.1413,27.4272,3400.154,4.1611,240321.7,0.1379,
11.4455,24.3686,1347.791,4.5784,2.3651,6.2442,1.1446,27.533,3396.978,4.1572,240546.4,0,
11.4788,24.3604,1353.001,4.5918,2.3703,6.2494,1.1479,27.6395,3393.753,4.1533,240775,0,
11.5122,24.3537,1358.236,4.6051,2.3756,6.2546,1.1513,27.7464,3390.488,4.1493,241006.8,0.2758,
11.5455,24.3477,1363.473,4.6184,2.3808,6.2599,1.1546,27.8534,3387.242,4.1453,241237.8,0,
11.5788,24.3395,1368.713,4.6317,2.386,6.2651,1.1579,27.9604,3384.016,4.1413,241467.7,0.06895,
11.6122,24.3371,1373.992,4.6451,2.3913,6.2704,1.1613,28.0683,3380.719,4.1373,241703.3,0.1379,
11.6455,24.3316,1379.306,4.6584,2.3966,6.2757,1.1646,28.1768,3377.358,4.1332,241943.8,0.06895,
11.6788,24.3279,1384.641,4.6717,2.402,6.281,1.1679,28.2858,3373.974,4.1291,242186.4,0.20685,
11.7122,24.3236,1390.015,4.6851,2.4074,6.2864,1.1713,28.3956,3370.522,4.1248,242434.5,0.06895,
11.7455,24.3206,1395.424,4.6984,2.4128,6.2918,1.1746,28.5061,3367.011,4.1205,242687.3,0.1379,
11.7788,24.3184,1400.854,4.7117,2.4182,6.2973,1.1779,28.617,3363.477,4.1162,242942.3,0.06895,
11.8122,24.3188,1406.313,4.7251,2.4237,6.3027,1.1813,28.7285,3359.901,4.1118,243200.8,0,
11.8455,24.3197,1411.795,4.7384,2.4292,6.3082,1.1846,28.8405,3356.298,4.1074,243461.9,0,
11.8788,24.3211,1417.312,4.7517,2.4347,6.3137,1.1879,28.9532,3352.642,4.1029,243727.4,0.06895,
11.9122,24.3228,1422.87,4.7651,2.4402,6.3193,1.1913,29.0668,3348.915,4.0984,243998.6,0,
11.9455,24.3244,1428.456,4.7784,2.4458,6.3249,1.1946,29.1809,3345.152,4.0938,244273.1,0,
11.9788,24.3272,1434.064,4.7917,2.4514,6.3305,1.1979,29.2954,3341.368,4.0891,244549.8,0.06895,
12.0122,24.3282,1439.706,4.8051,2.4571,6.3361,1.2013,29.4107,3337.535,4.0845,244830.6,0.06895,
12.0455,24.3298,1445.363,4.8184,2.4627,6.3418,1.2046,29.5263,3333.695,4.0798,245112.6,0,
12.0788,24.3307,1451.049,4.8317,2.4684,6.3475,1.2079,29.6424,3329.82,4.075,245397.8,0.1379,
12.1122,24.3317,1456.752,4.8451,2.4741,6.3532,1.2113,29.7589,3325.937,4.0703,245684.4,0,
12.1455,24.3351,1462.484,4.8584,2.4799,6.3589,1.2146,29.876,3322.017,4.0655,245974.3,0.06895,
12.1788,24.338,1468.259,4.8717,2.4857,6.3647,1.2179,29.994,3318.032,4.0606,246269.7,0.06895,
12.2122,24.3369,1474.054,4.8851,2.4915,6.3705,1.2213,30.1124,3314.033,4.0557,246566.9,0.20685,
12.2455,24.3364,1479.887,4.8984,2.4973,6.3763,1.2246,30.2315,3309.978,4.0507,246869,0.06895,
12.2788,24.3374,1485.756,4.9117,2.5032,6.3822,1.2279,30.3514,3305.876,4.0457,247175.2,0.1379,
12.3122,24.3374,1491.669,4.9251,2.5091,6.3881,1.2313,30.4722,3301.71,4.0406,247487.1,0.1379,
12.3455,24.3352,1497.62,4.9384,2.515,6.3941,1.2346,30.5938,3297.494,4.0355,247803.6,0,
12.3788,24.3343,1503.598,4.9517,2.521,6.4001,1.2379,30.7159,3293.25,4.0303,248123,0.06895,
12.4122,24.3293,1509.58,4.9651,2.527,6.406,1.2413,30.8381,3289.032,4.0251,248441.1,0.06895,
12.4455,24.3254,1515.614,4.9784,2.533,6.4121,1.2446,30.9614,3284.735,4.0198,248766.1,0.06895,
12.4788,24.3246,1521.7,4.9917,2.5391,6.4182,1.2479,31.0857,3280.359,4.0145,249098,0.06895,
12.5122,24.325,1527.829,5.0051,2.5453,6.4243,1.2513,31.2109,3275.924,4.0091,249435.2,0.06895,
12.5455,24.3241,1533.988,5.0184,2.5514,6.4305,1.2546,31.3367,3271.462,4.0036,249775.4,0.20685,
12.5788,24.3241,1540.18,5.0317,2.5576,6.4367,1.2579,31.4632,3266.967,3.9981,250119,0.20685,
12.6122,24.3192,1546.424,5.045,2.5639,6.4429,1.2613,31.5908,3262.397,3.9925,250469.4,0,
12.6455,24.3158,1552.731,5.0584,2.5702,6.4492,1.2646,31.7196,3257.732,3.9868,250828,0.06895,
12.6788,24.3093,1559.067,5.0717,2.5765,6.4556,1.2679,31.849,3253.045,3.9811,251189.5,0.1379,
12.7122,24.3033,1565.445,5.085,2.5829,6.4619,1.2713,31.9793,3248.308,3.9753,251555.8,0.06895,
12.7455,24.2956,1571.897,5.0984,2.5894,6.4684,1.2746,32.1111,3243.456,3.9693,251932.1,0.06895,
12.7788,24.2854,1578.422,5.1117,2.5959,6.4749,1.2779,32.2444,3238.495,3.9633,252318,0,
12.8122,24.2756,1585.041,5.125,2.6025,6.4816,1.2813,32.3796,3233.383,3.957,252717,0.1379,
12.8455,24.2744,1591.73,5.1384,2.6092,6.4882,1.2846,32.5163,3228.172,3.9506,253124.9,0,
12.8788,24.2677,1598.491,5.1517,2.616,6.495,1.2879,32.6544,3222.858,3.9441,253542.2,0.06895,
12.9122,24.2628,1605.363,5.165,2.6228,6.5019,1.2913,32.7948,3217.367,3.9374,253975,0,
12.9455,24.2595,1612.342,5.1784,2.6298,6.5089,1.2946,32.9374,3211.709,3.9305,254422.4,0.06895,
12.9788,24.2567,1619.361,5.1917,2.6368,6.5159,1.2979,33.0808,3206.021,3.9235,254873.8,0,
13.0122,24.2554,1626.428,5.205,2.6439,6.523,1.3013,33.2251,3200.288,3.9165,255330.4,0.1379,
13.0455,24.2517,1633.602,5.2184,2.6511,6.5301,1.3046,33.3717,3194.396,3.9093,255801.4,0.06895,
13.0788,24.2486,1640.926,5.2317,2.6584,6.5375,1.3079,33.5213,3188.264,3.9018,256293.4,0.06895,
13.1122,24.246,1648.29,5.245,2.6658,6.5448,1.3113,33.6717,3182.107,3.8942,256789.2,0,
13.1456,24.2441,1655.74,5.2584,2.6732,6.5523,1.3146,33.8239,3175.842,3.8866,257295.8,0.06895,
13.179,24.2405,1663.266,5.2717,2.6808,6.5598,1.3179,33.9776,3169.488,3.8788,257811.6,0,
13.2123,24.2354,1670.891,5.285,2.6884,6.5674,1.3213,34.1334,3163.002,3.8709,258340.3,0,
13.2457,24.2306,1678.633,5.2984,2.6961,6.5752,1.3246,34.2916,3156.358,3.8627,258884,0.06895,
13.279,24.2251,1686.472,5.3117,2.704,6.583,1.3279,34.4517,3149.592,3.8545,259440.2,0.06895,
13.3123,24.2218,1694.442,5.325,2.712,6.591,1.3313,34.6145,3142.646,3.846,260013.6,0,
13.3457,24.2191,1702.492,5.3384,2.72,6.5991,1.3346,34.779,3135.617,3.8373,260596.4,0.1379,
13.379,24.2168,1710.692,5.3517,2.7282,6.6073,1.3379,34.9465,3128.379,3.8285,261199.4,0.06895,
13.4123,24.2147,1718.959,5.365,2.7365,6.6155,1.3413,35.1154,3121.09,3.8196,261809.4,0.06895,
13.4457,24.2148,1727.328,5.3784,2.7449,6.6239,1.3446,35.2863,3113.688,3.8105,262431.8,0.06895,
13.479,24.2143,1735.781,5.3917,2.7533,6.6324,1.3479,35.459,3106.204,3.8014,263064,0.1379,
13.5123,24.2118,1744.341,5.405,2.7619,6.6409,1.3513,35.6339,3098.605,3.7921,263709.2,0.06895,
13.5457,24.2118,1752.977,5.4184,2.7705,6.6496,1.3546,35.8103,3090.945,3.7827,264362.7,0,
13.579,24.2109,1761.702,5.4317,2.7792,6.6583,1.3579,35.9885,3083.205,3.7732,265026.4,0.2758,
13.6123,24.2117,1770.53,5.445,2.7881,6.6671,1.3613,36.1689,3075.362,3.7636,265702.3,0.06895,
13.6457,24.2102,1779.483,5.4584,2.797,6.6761,1.3646,36.3518,3067.383,3.7538,266393.5,0.20685,
13.679,24.2091,1788.563,5.4717,2.8061,6.6852,1.3679,36.5373,3059.264,3.7439,267100.5,0,
13.7123,24.2116,1797.758,5.485,2.8153,6.6944,1.3713,36.7251,3051.034,3.7338,267821,0,
13.7457,24.211,1807.059,5.4984,2.8246,6.7037,1.3746,36.9151,3042.707,3.7236,268553.8,0.06895,
13.779,24.2112,1816.514,5.5117,2.8341,6.7131,1.3779,37.1082,3034.21,3.7132,269306,0.2758,
13.8123,24.2101,1826.165,5.525,2.8437,6.7228,1.3813,37.3054,3025.474,3.7026,270083.5,0,
13.8457,24.2086,1836.079,5.5383,2.8536,6.7327,1.3846,37.5079,3016.4,3.6915,270896.1,0.1379,
13.879,24.2095,1846.196,5.5517,2.8638,6.7428,1.3879,37.7146,3007.092,3.6801,271734.6,0,
13.9123,24.2101,1856.527,5.565,2.8741,6.7532,1.3913,37.9256,2997.54,3.6684,272600.5,0.06895,
13.9457,24.2083,1867.147,5.5783,2.8847,6.7638,1.3946,38.1426,2987.63,3.6562,273504.7,0,
13.979,24.205,1878.134,5.5917,2.8957,6.7748,1.3979,38.367,2977.252,3.6435,274458,0.06895,
14.0123,24.203,1889.552,5.605,2.9071,6.7862,1.4013,38.6003,2966.317,3.6302,275469.8,0.1379,
14.0457,24.2018,1901.334,5.6183,2.9189,6.798,1.4046,38.8409,2954.948,3.6162,276529.6,0.06895,
14.079,24.198,1913.581,5.6317,2.9312,6.8102,1.4079,39.0912,2943.002,3.6016,277652.1,0.20685,
14.1123,24.1968,1927.199,5.645,2.9448,6.8238,1.4113,39.3693,2929.124,3.5846,278967.6,0,
14.1457,24.1941,1945.384,5.6583,2.963,6.842,1.4146,39.7408,2908.597,3.5595,280936.4,0.06895,
14.179,24.1911,1970.765,5.6717,2.9884,6.8674,1.4179,40.2593,2877.904,3.522,283932.6,0.1379,
14.2123,24.1902,2024.391,5.685,3.042,6.921,1.4213,41.3548,2808.254,3.4367,290974.8,0.1379,
