time,temperature,displacement,static_force,position,length,stress,strain,stiffness,relaxation_modulus,creep_compliance,gca_pressure,
8.9787,25.0529,1638.677,3.5918,1.8551,5.7341,0.89796,40.0212,2191.904,2.2437,445692.2,0.06895,
9.012,25.0516,1650.074,3.6052,1.8665,5.7455,0.90129,40.2995,2184.844,2.2365,447132.4,0,
9.0453,25.0473,1661.535,3.6185,1.878,5.757,0.90462,40.5794,2177.797,2.2293,448579,0.06895,
9.0787,25.0376,1673.068,3.6318,1.8895,5.7685,0.90795,40.8611,2170.754,2.2221,450034.4,0,
9.112,25.0182,1684.698,3.6452,1.9011,5.7802,0.91129,41.1451,2163.683,2.2148,451505.4,0,
9.1453,25.0111,1696.438,3.6585,1.9129,5.7919,0.91462,41.4319,2156.568,2.2075,452994.9,0.06895,
9.1787,25.0088,1708.25,3.6718,1.9247,5.8037,0.91795,41.7203,2149.461,2.2003,454492.8,0.1379,
9.212,24.999,1720.182,3.6851,1.9366,5.8157,0.92129,42.0118,2142.301,2.1929,456011.7,0,
9.2453,24.9937,1732.258,3.6985,1.9487,5.8277,0.92462,42.3067,2135.064,2.1855,457557.4,0.1379,
9.2787,24.9825,1744.498,3.7118,1.9609,5.84,0.92795,42.6056,2127.725,2.178,459135.6,0,
9.312,24.9706,1756.851,3.7251,1.9733,5.8523,0.93129,42.9073,2120.354,2.1705,460731.8,0,
9.3453,24.9698,1769.443,3.7385,1.9859,5.8649,0.93462,43.2148,2112.8,2.1627,462379.1,0,
9.3787,24.9664,1782.225,3.7518,1.9987,5.8777,0.93795,43.527,2105.127,2.1549,464064.3,0.06895,
9.412,24.963,1795.28,3.7651,2.0117,5.8908,0.94129,43.8459,2097.245,2.1468,465808.3,0,
9.4453,24.9648,1808.519,3.7785,2.025,5.904,0.94462,44.1692,2089.265,2.1386,467587.6,0.06895,
9.4787,24.9653,1821.9,3.7918,2.0384,5.9174,0.94795,44.496,2081.238,2.1304,469391,0.06895,
9.512,24.9618,1835.49,3.8051,2.052,5.931,0.95129,44.8279,2073.092,2.1221,471235.4,0.06895,
9.5453,24.9611,1849.355,3.8185,2.0658,5.9449,0.95462,45.1665,2064.759,2.1136,473137.1,0.1379,
9.5787,24.961,1863.481,3.8318,2.08,5.959,0.95795,45.5115,2056.261,2.1049,475092.6,0.06895,
9.612,24.958,1877.759,3.8451,2.0942,5.9733,0.96128,45.8602,2047.727,2.0961,477072.6,0.1379,
9.6453,24.9526,1892.292,3.8585,2.1088,5.9878,0.96462,46.2152,2039.045,2.0872,479103.9,0.06895,
9.6787,24.9538,1907.173,3.8718,2.1237,6.0027,0.96795,46.5786,2030.126,2.0781,481208.6,0.06895,
9.712,24.9574,1922.225,3.8851,2.1387,6.0178,0.97128,46.9462,2021.165,2.0689,483342.2,0.1379,
9.7453,24.9627,1937.484,3.8985,2.154,6.033,0.97462,47.3189,2012.129,2.0597,485512.8,0.1379,
9.7787,24.9694,1953.105,3.9118,2.1696,6.0486,0.97795,47.7004,2002.862,2.0502,487759.3,0.06895,
9.812,24.9712,1969.158,3.9251,2.1857,6.0647,0.98128,48.0925,1993.304,2.0404,490098,0.2758,
9.8453,24.973,1985.764,3.9385,2.2023,6.0813,0.98462,48.498,1983.349,2.0302,492557.9,0.1379,
9.8787,24.9639,2002.984,3.9518,2.2195,6.0985,0.98795,48.9186,1972.955,2.0196,495153,0.1379,
9.912,24.9581,2021.186,3.9651,2.2377,6.1167,0.99128,49.3631,1961.783,2.0081,497972.7,0,
9.9453,24.962,2040.768,3.9785,2.2573,6.1363,0.99462,49.8414,1949.492,1.9956,501112.2,0.06895,
9.9787,24.9653,2061.804,3.9918,2.2783,6.1574,0.99795,50.3551,1936.069,1.9818,504586.6,0,
10.012,24.9627,2084.636,4.0051,2.3012,6.1802,1.0013,50.9128,1921.259,1.9667,508476.2,0.06895,
10.0453,24.9592,2111.98,4.0185,2.3285,6.2076,1.0046,51.5806,1902.697,1.9477,513436.6,0,
