0,0.2
1,0.3
2,0.4
3,0.49
4,0.58
5,0.66
6,0.74
7,0.82
8,0.9
9,0.97
10,1.04
11,1.09
12,1.14
13,1.18
14,1.22
15,1.25
16,1.28
17,1.3
18,1.31
